QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"I watched the grilled pompano and grouper and turtle come and go. I listened to the reggae band get ready. And all the while, I was thinking that this beautiful woman beside me had l _ _  michael Goldberg die. [3 Letters L _ _ _ ]",let,LET,Let
"Battle leaned back in his chair and to Ray's irritation t _ _ _  a long pull on his cigar. ""Call it a test. You'd been badly hurt. You hadn't seen any combat in months. Sometimes that takes it out of a man."" [4 Letters T _ _ _ ]",took,TOOK,Took
"""I don't know. It's too much. Emotionally exhausting. I guess I'll e _ _  ice cream and sulk."" [3 Letters E _ _ _ ]",eat,EAT,Eat
"Jade Flower slithered out of the backseat next and added her eyes to those s _ _ _ _ _ _ g the area. Protecting the queen with their bodies, they moved into the courtyard. Sigebert got out next, ax in hand, and waited for me. [8 Letters S _ _ _ _ _ G]",scanning,SCANNING,Scanning
"With the hood up, I l _ _ _ _ d delicate and a little ethereal, like something between a Victorian Christmas card and a barbarian princess. Well, a small barbarian princess. [6 Letters L _ _ _ _ _ D]",looked,LOOKED,Looked
"But in spite of the growing distance between us, I heard from poor Eric often enough to know his fear of death and damnation became worse as he g _ _ _  older. In fact, after forty, he was downright frantic. [4 Letters G _ _ _ ]",grew,GREW,Grew
"He k _ _ _ _ d a man in Paris, broad daylight, a Syrian general who'd defected to the West, he was eating a croissant on the Left Bank and suddenly this Bahir guy pops up behind him, removes his head, and takes it back to Damascus as a present for the Nur. [6 Letters K _ _ _ _ _ D]",killed,KILLED,Killed
"""Oh, Adolin,"" Toral said w _ _ _ _ g a hand and raising his cup for some more wine. ""Don't be tiresome. You know what I'm saying, and you also know I mean no insult by it. Where is that serving woman?"" [6 Letters W _ _ _ _ _ G]",waving,WAVING,Waving
"When Bean said ""do it"" he was talking to someone else. Someone who was already here, l _ _ _ g in wait. The traitorous little bastard. [5 Letters L _ _ _ _ _ G]",lying,LYING,Lying
His right hand was on the table. She put her left hand over it and s _ _ _ _ _ _ d his fingers gently. [8 Letters S _ _ _ _ _ D],squeezed,SQUEEZED,Squeezed
"And as we d _ _ _  closer, I could hear the clatter of typewriters and the steady murmur of voices. Pop's staff was in there hard at work on the July 6 edition. [4 Letters D _ _ _ ]",drew,DREW,Drew
"I DEFINITELY WASN'T DYING TODAY. It turned out I didn't n _ _ _  stitches, so the EMTs cleaned my wound, applied pressure to stop the bleeding from my cheek and left ear, and fixed me up with a small bandage. [4 Letters N _ _ _ ]",need,NEED,Need
"We made our way through the first room, passing under a big Egyptian-style zodiac mural on the ceiling. I could hear the celebration going on in the grand ballroom down the hallway to our right. Music and laughter e _ _ _ _ d through the building. [6 Letters E _ _ _ _ _ D]",echoed,ECHOED,Echoed
She was threading a link through its neighbors when she h _ _ _ d a familiar voice in the road that ran past the cottage. [5 Letters H _ _ _ _ _ D],heard,HEARD,Heard
"An elderly African-American couple s _ _ _ d at the counter, bickering with the heavyset clerk over their expired coupon for milk; otherwise, the store was empty. [5 Letters S _ _ _ _ _ D]",stood,STOOD,Stood
"She i _ _ _ _ _ d the question and answered a different one. ""This is Domino, and this is Roderic."" [7 Letters I _ _ _ _ _ D]",ignored,IGNORED,Ignored
"And Calvin would take three dipperfuls of gold out of his pockets and set them heavily in Napoleon's hands and say, How much of this do you want? I know how to m _ _ _  more. [4 Letters M _ _ _ ]",make,MAKE,Make
"She t _ _ _ _ d her head back. ""I'll brush my teeth, go make coffee and start breakfast."" [6 Letters T _ _ _ _ _ D]",tipped,TIPPED,Tipped
"""You know,"" he said, ""I feel better than I have in maybe six years. I know that's a crazy thing to s _ _  when you're burying your daughter's cat, but it's the flat truth, Jud. I feel good."" [3 Letters S _ _ _ ]",say,SAY,Say
"Shit happens, it happens all the time, that's life, but good luck happens, too. Just then some really good shit h _ _ _ _ _ _ d to Tio. Before she saw him approaching, the woman dropped the hose. She went into the garage for something. [8 Letters H _ _ _ _ _ D]",happened,HAPPENED,Happened
