QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
He b _ _ _  his head and kissed my neck then his hands started roaming and his thigh moved an inch higher. [4 Letters B _ _ _ ],bent,BENT,Bent
"""Should I thank you for it?"" She a _ _ _ _ d her head. ""Maybe I should. Maybe it's time for me to acknowledge that your leaving was the best thing for both of us. [6 Letters A _ _ _ _ _ D]",angled,ANGLED,Angled
It was not my piano-I would never have risked my Bosendorfer on the vagaries of space travel-but it was a passable upright from a company that specialized in interplanetary hire. I had g _ _ _ n fond of it. One does with pianos. [5 Letters G _ _ _ _ _ N],grown,GROWN,Grown
"He walked down the platform and leaned against the wall, l _ _ _ _ _ g in the direction from which they had come. [7 Letters L _ _ _ _ _ G]",looking,LOOKING,Looking
"She t _ _ _  a deep breath, amazed that even all these years later, she could still feel the shadow of pain. ""I stayed awake all night, hoping I could see a falling star so I could wish on it."" [4 Letters T _ _ _ ]",took,TOOK,Took
"""That particular service will let you m _ _ _  an appointment with a girl you like. I mean for another conversation."" [4 Letters M _ _ _ ]",make,MAKE,Make
Eli's worry wormed its way into Pilar as she c _ _ _ _ _ d the tray to her mother's office. It occurred to her that it was the second time in one evening she'd brought tea to someone who probably didn't want it. [7 Letters C _ _ _ _ _ D],carried,CARRIED,Carried
"And he p _ _ _ _ d his point by pressing his hard body deeper into me, sliding his hand back into my hair and dropping his eyes to my mouth. [6 Letters P _ _ _ _ _ D]",proved,PROVED,Proved
"No matter how together I felt, my face told a different story. When the shock wore off, I'd be able to s _ _ _ p. Until then, I'd read Gaynor's file. [5 Letters S _ _ _ _ _ P]",sleep,SLEEP,Sleep
"Nikolaos touched his naked thigh and ran her fingers up it. His body tightened, hands c _ _ _ _ _ _ _ g into fists. [9 Letters C _ _ _ _ _ G]",clenching,CLENCHING,Clenching
"There were three ways in, assuming she didn't come by boat, and he could hardly watch all three of them at the same time. That meant w _ _ _ _ _ g the crowd, and w _ _ _ _ _ g the crowd would be a bitchkitty. [7 Letters W _ _ _ _ _ G]",working,WORKING,Working
"And if I'd been paying more attention to the time, I'd have shut it all down before you g _ _  home."" [3 Letters G _ _ _ ]",got,GOT,Got
Trisha f _ _ _ _ t her way through a tangle of trees growing so close together they were almost intertwined and came out in a little crescent of clearing where the brook took an elbow-bend to the left. [6 Letters F _ _ _ _ _ T],fought,FOUGHT,Fought
"Roial snorted. ""Just because it keeps an army of men to k _ _ _  you fed, Ahan, doesn't mean that a single cook isn't satisfactory for the rest of us."" Then, to Kiin, he continued. [4 Letters K _ _ _ ]",keep,KEEP,Keep
"what am i supposed to tell my mom, Travis said, i don't even know if I want to stay in college let alone s _ _ _ t a family. [5 Letters S _ _ _ _ _ T]",start,START,Start
"""Darling Eve."" Ireland drifted through his voice, as he took her wrist, t _ _ _ _ d his face so his lips pressed to her palm. ""I'm sorry it all took longer than I'd hoped."" [6 Letters T _ _ _ _ _ D]",turned,TURNED,Turned
"A man in captain's bars s _ _  stiff and resolute in the cupola behind a fifty-caliber machine gun, wearing what looked like a Knute Rockne football helmet on his head. [3 Letters S _ _ _ ]",sat,SAT,Sat
"My mother and Gran finished the dishes in record time, and we left the house in a pack. The Mexicans rode with us to the fields. They huddled together on one side of the trailer and tried to s _ _ _  warm. [4 Letters S _ _ _ ]",stay,STAY,Stay
"The whole time, his eyes watched his hand and, when his hand r _ _ _ _ d at my belly, that belly melted. [6 Letters R _ _ _ _ _ D]",rested,RESTED,Rested
"""Yeah, that's what he told me,"" said Mars, s _ _ _ _ _ g dead at Decker. [7 Letters S _ _ _ _ _ G]",staring,STARING,Staring
