QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"She t _ _ _ _ d her head, satisfied with the memory of her reception to him. That had given him a bit of a surprise. No, Autumn Gallegher was no one's fool any longer. [6 Letters T _ _ _ _ _ D]",tossed,TOSSED,Tossed
"Although I had never imagined that Bobby would drive into Wyvern, I was more than half convinced that the a _ _ _ _ _ _ _ _ _ g vehicle was his Jeep. [11 Letters A _ _ _ _ _ G]",approaching,APPROACHING,Approaching
"He wanted to scream at her, but he k _ _ _  his voice low. ""Is this a joke?"" [4 Letters K _ _ _ ]",kept,KEPT,Kept
"""It is a pleasure. It would be more of one, I'm sure, if we hadn't heard the media bulletin."" She o _ _ _ _ _ d her hand, a woman with her grandmother's eyes in a softer, less dramatic face. [7 Letters O _ _ _ _ _ D]",offered,OFFERED,Offered
"She'd take something for it. She'd fight it off. Then she l _ _ _ _ d a hand, touched her fingers to lips that still pulsed from him, that still tasted of him. [6 Letters L _ _ _ _ _ D]",lifted,LIFTED,Lifted
"""And the schools,"" Harry said. ""I remember reading about it in the paper last spring or early summer. They g _ _ _  a lot of computers and software to both the elementary and the high schools. A gesture of civic involvement, they called it."" [4 Letters G _ _ _ ]",gave,GAVE,Gave
"""Good crowd today,"" I noted. Some forty or fifty people w _ _ _ _ d in the newcomer line. Abraham grunted. [6 Letters W _ _ _ _ _ D]",waited,WAITED,Waited
"Wisps of steam rose from a big kettle on the cook stove, and a dish towel laid out on the table h _ _ _  empty canning jars lined up and waiting to be filled. [4 Letters H _ _ _ ]",held,HELD,Held
"I'd k _ _ _ _ d people for a lot less than what the rat-boy had done, a lot less. [6 Letters K _ _ _ _ _ D]",killed,KILLED,Killed
"Her hand s _ _ _  out and ripped off the mask. The face beneath it was suffused with rage, so distorted with jealousy and thwarted desire that she scarcely recognized her fiancé. ""Giovanni!"" [4 Letters S _ _ _ ]",shot,SHOT,Shot
"empousa a vampire with fangs, claws, a bronze left leg, a donkey right leg, hair m _ _ _  of fire and skin as white as bone. Empousai [pl.] have the ability to manipulate the Mist, change shape and charmspeak in order to attract their mortal victims. [4 Letters M _ _ _ ]",made,MADE,Made
"Hardly looked like a widow, he mused as he moved to drop one of his suitcases on the bed. l _ _ _ _ d more like a graduate student on winter break. But then she had been an actress of sorts. Perhaps she still was. [6 Letters L _ _ _ _ _ D]",looked,LOOKED,Looked
"At this realization, my stomach d _ _ _ _ _ d, thoughts exploded in my brain, feelings grazing through me leaving wounds. Fear. Panic. Regret. Disbelief. Pain. [7 Letters D _ _ _ _ _ D]",dropped,DROPPED,Dropped
"Sampson sat beside me on the front seat, but he f _ _ _  asleep before we got to South Carolina. He had worked a shift the day before and he was exhausted. [4 Letters F _ _ _ ]",fell,FELL,Fell
"The lad of no more than ten stepped forward and unsheathed a clip-pointed Ka-bar, a gift for him from the Tiger's trip to America. With no hesitation at all, he shoved the blade into his brother's thigh, then jumped back to avoid the s _ _ _ _ _ _ g blood. [8 Letters S _ _ _ _ _ G]",spurting,SPURTING,Spurting
"It did no good to t _ _ _  myself I knew very little about commercial aircraft; I did exactly that, but the image was there every time I opened the file cabinet to dump in another idea, nevertheless. [4 Letters T _ _ _ ]",tell,TELL,Tell
"""There's nothing quite like it,"" she murmured. The doors o _ _ _ _ d. ""So, are you going to marry the guy or what?"" [6 Letters O _ _ _ _ _ D]",opened,OPENED,Opened
"Soon, their long-simmering desires grow to a burning passion. Yet always c _ _ _ _ _ g a shadow over their happiness is Chace's dark past… [7 Letters C _ _ _ _ _ G]",casting,CASTING,Casting
"Then Mike leaned in and said, ""Just one more thing. g _ _ _ _ _ g married doesn't mean you stop being the best nurse in town. Keep the lasagna and chicken soup coming. They work a lot better than the radiation."" [7 Letters G _ _ _ _ _ G]",getting,GETTING,Getting
"""Good,"" she says, g _ _ _ g back to work on Basil's claws. [5 Letters G _ _ _ _ _ G]",going,GOING,Going
