QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"""I'm also terrible at being scholarly,"" she said, c _ _ _ _ _ g her eyes, breathing deeply. ""I like it outside far too much."" [7 Letters C _ _ _ _ _ G]",closing,CLOSING,Closing
"Inevitably the Kilo will have to m _ _ _  a run for it, and that's the time for the kill. The advantage of active sonar is that range and bearing to the target are known with a fair degree of accuracy. [4 Letters M _ _ _ ]",make,MAKE,Make
"""This will be the gun you'll have gotten away from me in the struggle. They'll find it clutched in your hand. It'll have several shots f _ _ _ d from it, evidencing your homicidal intent."" He pointed toward the vast ocean. [5 Letters F _ _ _ _ _ D]",fired,FIRED,Fired
"The Dornish defenders harried and ambushed the Targaryen forces, then would scamper beneath their rocks as soon as they saw the dragons t _ _ _  flight. Many of Lord Tyrell's men died of sun and thirst as they marched on Hellholt. [4 Letters T _ _ _ ]",take,TAKE,Take
"He w _ _ _ _ _ _ d briefly if he might have done the same thing, and told himself, sure, for a kid, but without being quite sure. [8 Letters W _ _ _ _ _ D]",wondered,WONDERED,Wondered
"""Then while I'm down t _ _ _ _ _ g to a friend of mine at the Fairfax police, an APB with your husband's photo came over the wire. That's when I took up your trail in earnest. I thought you might lead me to him."" [7 Letters T _ _ _ _ _ G]",talking,TALKING,Talking
"The fellow in Thorpe's story was g _ _ _ g crazy, but he was doing it in a very funny way. [5 Letters G _ _ _ _ _ G]",going,GOING,Going
"""Yeah. And if I think about it, I might r _ _ _ _ _ _ r more of what the bastard said back there in my motel room, other key words. [8 Letters R _ _ _ _ _ R]",remember,REMEMBER,Remember
"Because the thought of doing so made her stomach pitch crazily, Jude made herself get up, w _ _ _  up the stairs. Her fingers might have trembled as she sat down to type the cover letter. [4 Letters W _ _ _ ]",walk,WALK,Walk
"she murmured again, I don't know what to do, she thought silently, pleading with him. I don't know how to deal with it all. I still need you. Pressing a palm on her forehead, she f _ _ _ _ t back tears. [6 Letters F _ _ _ _ _ T]",fought,FOUGHT,Fought
"SEAN HAD TALKED to David Hilal again, catching him out in the parking lot as the man was h _ _ _ _ _ g home. Tuck's partner had not had much to add to what he'd already said. [7 Letters H _ _ _ _ _ G]",heading,HEADING,Heading
"""Pascal?"" he said, and the small man a _ _ _ _ _ _ d next to him almost immediately. [8 Letters A _ _ _ _ _ D]",appeared,APPEARED,Appeared
"""I'd guess you and Leia g _ _  the hell out of there."" [3 Letters G _ _ _ ]",got,GOT,Got
He s _ _ _  his thumb rough through my wet and pressed hard at my clit. [4 Letters S _ _ _ ],slid,SLID,Slid
But it didn't work that way. These witches could make people see things. They could enthrall them and force their obedience. They could cause people to f _ _ _ _ t things. [6 Letters F _ _ _ _ _ T],forget,FORGET,Forget
"""Can't swing both ways,"" he said as he m _ _ _ d into the hall. [5 Letters M _ _ _ _ _ D]",moved,MOVED,Moved
"""Mostly indifference, but that look she claims to have witnessed had her awake at night w _ _ _ _ _ _ g. She didn't have anything to go to the authorities about, just that sick feeling."" [8 Letters W _ _ _ _ _ G]",worrying,WORRYING,Worrying
"Both trotted to the doorway, then slowed as they went into the hall and l _ _ _ _ d up and down its length. [6 Letters L _ _ _ _ _ D]",looked,LOOKED,Looked
Then I saw the note. And my heart s _ _ _ _ d to thud to a stop. [6 Letters S _ _ _ _ _ D],seemed,SEEMED,Seemed
"I got out of my chair, s _ _ _ d at the side of his bed, held his hand, and said, ""All these wires ... I think they're going to replace a few of your parts with robot stuff."" [5 Letters S _ _ _ _ _ D]",stood,STOOD,Stood
