QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"The house, with its g _ _ _ _ _ _ g white paint, its many windows and cozily covered porch, the tidy flower beds waiting for the spring that would come late to this part of the world, offered simple comfort. [8 Letters G _ _ _ _ _ G]",gleaming,GLEAMING,Gleaming
"The dream he'd had back on the Argo II finally m _ _ _  sense to him - when the evil sorceress lady had told him to either jump off a cliff into the clouds, or descend into a dark tunnel where ghostly voices whispered. [4 Letters M _ _ _ ]",made,MADE,Made
"Having worked with him now, I had no more respect for him than the job r _ _ _ _ _ _ d, per his rank and seniority I think he knew that, so it caught me off guard when he started the meeting the way he did. [8 Letters R _ _ _ _ _ D]",required,REQUIRED,Required
"""It's not that I killed Haven. It's that I was able to l _ _ _  him dead in the eyes, the same eyes that I'd looked at during sex, and I looked into those eyes and pulled the trigger. [4 Letters L _ _ _ ]",look,LOOK,Look
"""That's partly why I p _ _ _  the piano,"" I said to her. ""I'm sorry about your parents, Jezzie."" [4 Letters P _ _ _ ]",play,PLAY,Play
"I stood in the pouring warm rain, my hair p _ _ _ _ _ _ _ d to my skull and my dress clinging wetly to my skin. I turned left to the woods and began to make my way through them, slowly and carefully at first. [9 Letters P _ _ _ _ _ D]",plastered,PLASTERED,Plastered
He s _ _ _ _ _ _ d her hand gently before finally letting go of it. [8 Letters S _ _ _ _ _ D],squeezed,SQUEEZED,Squeezed
"I flex my legs and swing after her again, but this time, I'm careless and c _ _ _  too close to the wall of the hall. My dangling scarf catches on the sconce for a torch and I fall to my feet. [4 Letters C _ _ _ ]",come,COME,Come
"""I should hope so. Since my mother d _ _ _ , I've got awfully close to him. It would have been easier the other way."" [4 Letters D _ _ _ ]",died,DIED,Died
"""Thank Christ. I was afraid it had stopped."" Lazily he s _ _ _ _ _ d a hand up her leg, down again. ""Margo?"" [7 Letters S _ _ _ _ _ D]",stroked,STROKED,Stroked
There weren't a lot of places to h _ _ _  but there was a lot of room to seek. [4 Letters H _ _ _ ],hide,HIDE,Hide
"He pulled the dog gently from his leg, then r _ _  like hell to his door. He fumbled for the keys while Tiny was trying to make time with his shoes. Opening the door, Zeke slid inside, then slammed it shut. [3 Letters R _ _ _ ]",ran,RAN,Ran
"""Heading home,"" I told him, because Wonder Woman was right. I was being a bad Mandy and I needed to behave myself. ""I have to w _ _ _  tonight. What time is it, anyway?"" [4 Letters W _ _ _ ]",work,WORK,Work
"""It's beautiful, the stonework, the gingerbread. And it's big. Pretty gardens and trees. They must've added on that solarium, but it's well done. It's a nice spot."" She looked at him as they d _ _ _ e past, turned again. ""Have you ever been inside?"" [5 Letters D _ _ _ _ _ E]",drove,DROVE,Drove
"I could see right inside her brain, and I saw she had a gun t _ _ _ _ d in the back of her jeans. [6 Letters T _ _ _ _ _ D]",tucked,TUCKED,Tucked
"""I'm better than all right, Frost."" My voice s _ _ _ _ _ d strange, deeper, almost hollow, as if I had become an empty shell that my voice echoed out of. [7 Letters S _ _ _ _ _ D]",sounded,SOUNDED,Sounded
"She licked her lips again. Her entire mouth had g _ _ _  dry. There had to be a way out. ""I have a better plan, more bold. You will be impressed. Al'Thor thinks I am dead, and so I can-"" [4 Letters G _ _ _ ]",gone,GONE,Gone
"He fumbled behind him for the knob, and at last f _ _ _ d it. He turned it, opened the door, and slid out of Crazy Nettie's house. [5 Letters F _ _ _ _ _ D]",found,FOUND,Found
"Vance's chest was bare and he was up on pil o _ _ , reading, his fingers rubbing Boo's neck. [3 Letters O _ _ _ ]",ows,OWS,Ows
"Many a Seelie lord and lady has found that the dark is not half so ugly as they thought, or half so terrible as they were taught.\"" He t _ _ _  a step toward her, and she t _ _ _  a step back. [4 Letters T _ _ _ ]",took,TOOK,Took
