QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"Ralph gently p _ _ _ _ d a hand on the back of Sam's head. ""Pray with me, Sam."" Sam covered his eyes with both hands and rested his elbows on his knees. [6 Letters P _ _ _ _ _ D]",placed,PLACED,Placed
"""But,"" she said wearily, ""somebody has to take me, and nobody ever will."" That was a lie; her father t _ _ _  her-but Gabe couldn't know that either. She waited, but he did not even answer; he always seemed to be thinking about himself. [4 Letters T _ _ _ ]",took,TOOK,Took
"I sat with plate in hand, eyes tipped up, staring at Deke as he w _ _ _ _ d back to the kitchen area. [6 Letters W _ _ _ _ _ D]",walked,WALKED,Walked
"As Mason walked them out, King stopped in front of a bookcase containing numerous photos. One in particular had c _ _ _ _ t his eye. He showed it to Mason. [6 Letters C _ _ _ _ _ T]",caught,CAUGHT,Caught
"""How did you get it done so quickly?"" I asked, not knowing anything about alarm systems and surveil ance equipment but this seemed a pretty extensive set up to p _ _  in place in two days. [3 Letters P _ _ _ ]",put,PUT,Put
"Charlie turned her face up to the sun and c _ _ _ _ d her eyes, smiling. John Rainbird, standing beside her, had spent six months on stockade duty at Camp Stewart in Arizona before going overseas, and he had seen the same expression on the faces of men coming out after a long hard bang inside. [6 Letters C _ _ _ _ _ D]",closed,CLOSED,Closed
Cutter pondered this for a minute as he w _ _ _ _ _ d the traffic move along Highway 90. The Gulf was a hundred yards away. [7 Letters W _ _ _ _ _ D],watched,WATCHED,Watched
"""Sounds good."" Sylvia walked onto the porch, r _ _ _  to her toes and kissed Simon on the cheek. ""Good job."" [4 Letters R _ _ _ ]",rose,ROSE,Rose
"Justin d _ _ _  on his cigar, tapped it idly. ""The boy's a goner,"" he decided. [4 Letters D _ _ _ ]",drew,DREW,Drew
"""I see they g _ _  things under control,"" quipped Godfrey. ""They're at DEFCON One."" [3 Letters G _ _ _ ]",got,GOT,Got
"Yoren wouldn't like it if she fought with him. She tried to l _ _ _  afraid. ""Wolves? For true?"" [4 Letters L _ _ _ ]",look,LOOK,Look
"Slumped against his shoulder she began to laugh. It bubbled up through her, full of joy and fascination. He could only struggle to get back his breath and balance her as she t _ _ _ w her arms into the air. [5 Letters T _ _ _ _ _ W]",threw,THREW,Threw
"""You are i _ _ _ _ _ _ _ _ _ _ _ g the murder of John Wen. We all know."" [13 Letters I _ _ _ _ _ G]",investigating,INVESTIGATING,Investigating
He'd never been able to h _ _ _  on to more than a few thousand at a time. It just wasn't his nature. But a hundred thousand could mean the difference between retiring or just talking about retiring. [4 Letters H _ _ _ ],hang,HANG,Hang
"""You don't want to get me started on how I plan to resolve this,"" Cam began, and shrugged off Ethan's c _ _ _ _ _ g hand. ""After what she put Seth through, there's nothing we can do to her that she hasn't earned."" [7 Letters C _ _ _ _ _ G]",calming,CALMING,Calming
"Ray shrugged. He didn't want to give away his source of inside information. He should have k _ _ _  his mouth shut, but it was too late. ""Where else could it be? I mean-it's been used as a joker sanctuary in the past."" [4 Letters K _ _ _ ]",kept,KEPT,Kept
"Eddie returned to John Cullum's old car the way he'd sometimes come out of nightmares as a teenager: tangled up and panting with fright, totally disoriented, not sure of who he was, l _ _  alone where. [3 Letters L _ _ _ ]",let,LET,Let
"Coal was not asleep. He was sitting in the dark in the den in his pajamas and bathrobe, so Voyles was quite pleased when he o _ _ _ _ d his door. [6 Letters O _ _ _ _ _ D]",opened,OPENED,Opened
"The way the light fell down on him exaggerated his features, his sunken cheeks and heavy brow. No one would c _ _ _  him handsome. He looked the part of an evil magician, though. The dark cloak that draped his shoulders was classic. [4 Letters C _ _ _ ]",call,CALL,Call
"Silently the dog f _ _ _ _ _ _ d. A few people were opening shutters and doors, but the spiral road was empty. The guards at the south gate had opened it for a wagon driven by a sleepy-looking novice. [8 Letters F _ _ _ _ _ D]",followed,FOLLOWED,Followed
