QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"""If you didn't,"" I said, ""you would have p _ _ _ _ d the trigger already."" [6 Letters P _ _ _ _ _ D]",pulled,PULLED,Pulled
"There was another, he thought, slumped behind the wheel of an old Chevrolet that had been mostly demolished. Only this time there was also a survivor, sitting beside a smashed-up Mercedes-Benz with her head l _ _ _ _ _ d. [7 Letters L _ _ _ _ _ D]",lowered,LOWERED,Lowered
"Willa merely r _ _ _ _ d an eyebrow. ""Who was the first guy to dump you and break your heart?"" [6 Letters R _ _ _ _ _ D]",raised,RAISED,Raised
"""I've got the biggest collection of all of my friends. mom g _ _  me the very first issue with Commander Zark in it for Christmas. It's ten years old. He was only a captain then. Want to see?"" [3 Letters G _ _ _ ]",got,GOT,Got
"John Hawke and Jervis Darling were t _ _ _ n into custody separately. Even after their departure, the helicopter still had a brief delay in Cairns. The pilot wanted to ascertain that there had been no damage to the landing strut. [5 Letters T _ _ _ _ _ N]",taken,TAKEN,Taken
My heart s _ _ _ _ _ d banging in my chest as my stomach clenched. [7 Letters S _ _ _ _ _ D],started,STARTED,Started
"""Major, with the General's permission, you're coming up to Langley with me. I want you to brief our Science and Technology people, and I want you to see everything we've got on the Soviet project. Okay with you, sir?"" Jack asked Parks. The general n _ _ _ _ d. [6 Letters N _ _ _ _ _ D]",nodded,NODDED,Nodded
"Somehow, hearing them made the whole thing s _ _ _  more real. ""I want the boys around when Luke finds out. I'll give you five then I'm callin' Luke,"" Pause. ""Yeah, out."" [4 Letters S _ _ _ ]",seem,SEEM,Seem
"Studying the snowswept day outside, Paige suddenly knew that both she and Marty shouldn't be waiting in the cabin. T _ _ _ _ _ g away from the window, she said, ""This is wrong."" [7 Letters T _ _ _ _ _ G]",turning,TURNING,Turning
"The bat'tries are all dead, natcherly-flat as yer hat-but there's a gennie there, too, Honda just like mine, and it was a-workin the last time I was down there, for Bill k _ _ _ s things in trim as much as he can. [5 Letters K _ _ _ _ _ S]",keeps,KEEPS,Keeps
"I d _ _ _  in a breath and straightened my back. I lifted my chin, trying to prepare myself. If I was going to go down, I'd go down as a wizard should-proud and ready to face what was beyond. [4 Letters D _ _ _ ]",drew,DREW,Drew
"But she hadn't. The fact that she hadn't was both relief and insult. She thought she knew him so well, was so sure he'd never e _ _ _ r the house that was half his without her permission. [5 Letters E _ _ _ _ _ R]",enter,ENTER,Enter
"'Didn't have to,' Bill said, looking past me at the hills. His eyes were moist almost to the point of tears, but his jaw was s _ _  and hard. 'They moved on themselves. [3 Letters S _ _ _ ]",set,SET,Set
"He led Faye to an interrogation room, opened the door and kept it open with arm e _ _ _ _ _ _ d, his nonverbal invitation for her to precede him. [8 Letters E _ _ _ _ _ D]",extended,EXTENDED,Extended
"""Cora, love, listen to me,"" he urged, his hand h _ _ _ _ _ g mine so firmly I had no hope of pulling mine away which pissed… me… off. [7 Letters H _ _ _ _ _ G]",holding,HOLDING,Holding
"He wriggled down deeper, forcing his face into the mud, then r _ _ _ _ d to his back, covering himself in it. And suddenly, he could breathe again. [6 Letters R _ _ _ _ _ D]",rolled,ROLLED,Rolled
And who better to f _ _  things than the man who knew exactly how they had been broken? [3 Letters F _ _ _ ],fix,FIX,Fix
"Jay picked up the reporter by his collar. ""Do me a favor, Downs, and s _ _ _  the fuck up,"" he said, dropping the little man in his wastebasket. [4 Letters S _ _ _ ]",shut,SHUT,Shut
"All I know is that an infinite distance seemed to lie between that moment and the next, between the moment when I c _ _ _ _ d my eyes and opened them again. [6 Letters C _ _ _ _ _ D]",closed,CLOSED,Closed
"""Would you be able to l _ _  go of it, like you said, and walk away?"" [3 Letters L _ _ _ ]",let,LET,Let
