QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"Disgraced by their collusion with the a _ _ _ _ g president and demoralized by their colossal electoral defeat, the few Republicans remaining in Congress pledge their support to the Democratic president and his fight to the finish against the Axis powers. [6 Letters A _ _ _ _ _ G]",acting,ACTING,Acting
As darkness enveloped the clearing a few more shots were f _ _ _ d from the Indian side. [5 Letters F _ _ _ _ _ D],fired,FIRED,Fired
"""On the personal front?"" Mac l _ _ _ _ d a hand for attention. ""No one's mentioned that my mother's latest wedding is tomorrow, in Italy. Which is, thankfully, many, many miles away from our happy home here in Greenwich, Connecticut. [6 Letters L _ _ _ _ _ D]",lifted,LIFTED,Lifted
"Stone k _ _ _  his eyes tight on Caleb's face. He was also talking to his friend in a low voice, even as onlookers slowed and pointed at what must have seemed a very unusual scene, one man's hand jammed under a collar on another man's neck. [4 Letters K _ _ _ ]",kept,KEPT,Kept
"He p _ _ _ _ d my hand away, clicked on the ""3"" at the bottom of the page which was next to the ""Pages 1 2"" and then a site came up with one picture. [6 Letters P _ _ _ _ _ D]",pushed,PUSHED,Pushed
"Tohm s _ _  the wine goblet down. ""That's what I don't understand. What is all this business about the Fringe and shell molecules and exchange?"" [3 Letters S _ _ _ ]",set,SET,Set
Then he began to f _ _ _  soft impacts on his head and shoulders. [4 Letters F _ _ _ ],feel,FEEL,Feel
"He r _ _ _ _ d down the window and turned the rear-view mirror so that he could get a look at himself. As he took his comb from his pocket, he noticed several dark streaks on his face. [6 Letters R _ _ _ _ _ D]",rolled,ROLLED,Rolled
"""Careful now,"" Bernard said. ""Front rank, keep your shields steady, mind your bladework, and don't get greedy with the spears. Second rank, if a man g _ _ _  down, do not pull him back. That's for third rank to do. Get your shield into place."" [4 Letters G _ _ _ ]",goes,GOES,Goes
"Annabeth nodded, but it was clear she wasn't really listening. Her shoulders drooped. She r _ _ _ _ d her face and took a shaky breath. ""Sorry. A little tired."" [6 Letters R _ _ _ _ _ D]",rubbed,RUBBED,Rubbed
"""Ma, look at her."" He s _ _ _ g an arm out toward me. ""She's freaked."" [5 Letters S _ _ _ _ _ G]",swung,SWUNG,Swung
"A minute or two later, he interrupted Hal and Wheeler p _ _ _ _ _ g some game on the Xbox at Wheeler's house. ""This couldn't wait?"" asked Wheeler. [7 Letters P _ _ _ _ _ G]",playing,PLAYING,Playing
"The crisis, he felt, could pop at any time, and was likely to d _ _ _  NATO into a shooting war. [4 Letters D _ _ _ ]",draw,DRAW,Draw
"He grinned at her, pleased that she s _ _  the horse well and confidently. ""It's often true that I need an hour on horseback before I can be civil. Still, there are times I prefer company."" [3 Letters S _ _ _ ]",sat,SAT,Sat
"Bill had time to reflect upon how odd all this was, how odd and how perfect, that they should all be here this summer. There were kids he knew v _ _ _ _ _ _ g relatives. [8 Letters V _ _ _ _ _ G]",visiting,VISITING,Visiting
"The only ambulatory patient among the three women bolted up from her wheelchair, but Nurse Newbury Tasered her into submission. The twitching woman f _ _ _  at the feet of the Builder. [4 Letters F _ _ _ ]",fell,FELL,Fell
"A man who had spent several years making international contacts of his own, though not to help him g _ _ _ _ r intelligence. A man who didn't care about a person's sex or nationality, only about his or her ability. [6 Letters G _ _ _ _ _ R]",gather,GATHER,Gather
"SHE a _ _ _ e the next morning and shuffled downstairs with a big yawn to make a pot of coffee. Actually, she didn't feel too bad. Nora didn't feel much of anything. [5 Letters A _ _ _ _ _ E]",awoke,AWOKE,Awoke
"""It only took murder."" His eyes b _ _ _ _ d as he dragged her head back. ""Cold-blooded, calculated murder for profit. Delrickio's money was on Damien Priest, so he eliminated the competition."" [6 Letters B _ _ _ _ _ D]",blazed,BLAZED,Blazed
"Reed stopped even as he g _ _ _ _ _ d the handle of the door. Slowly he let it go again and turned back. ""You're right."" [7 Letters G _ _ _ _ _ D]",gripped,GRIPPED,Gripped
