QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
I know he thought the world of Indy and he was always flirting with her in a way that was hot but c _ _ _ _ _ l ed. [7 Letters C _ _ _ _ _ L],control,CONTROL,Control
"I ask him why, and he said he doesn't have time to e _ _ _ _ _ n, but he will later. I don't know what to say, so I just listen. He says he will contact me later. [7 Letters E _ _ _ _ _ N]",explain,EXPLAIN,Explain
"I was in imminent danger of l _ _ _ _ g my temper. That would be very, very bad in [6 Letters L _ _ _ _ _ G]",losing,LOSING,Losing
"He g _ _ _  none of them a chance to speak, though. ""Thom, Juilin, what do you say to a few mugs of punch?"" Maybe water would be better; he had never drunk that much before in his life. [4 Letters G _ _ _ ]",gave,GAVE,Gave
"""The tarpaulin was green."" Macon Dead r _ _ _ _ d his hands together. ""Pilate came to this city in 1930. Two years later they call back all the gold. [6 Letters R _ _ _ _ _ D]",rubbed,RUBBED,Rubbed
"I went bouncing around Times Square like a racquetball, playing a lunatic version of tag with the mystery lady while I struggled to c _ _ _  up with a plan. It was harder than usual. [4 Letters C _ _ _ ]",come,COME,Come
"""Wait a minute!"" Sandy stood erect and her mind s _ _ _ _ _ d racing. Kelly was wearing a woman's wig-well, too dirty for that. He was unshaven, had on awful clothes. but his eyes were burning with something. [7 Letters S _ _ _ _ _ D]",started,STARTED,Started
"Rachel started to get up, and Louis pulled her back down. ""Stay with Gage. I'll go."" He thought he knew what the trouble was. But he had p _ _  the cat out, damn it; [3 Letters P _ _ _ ]",put,PUT,Put
"""Damn."" She was doing it to him, and he was letting her. For a moment, he s _ _ _ k his hands in his pockets and stood firm. Let her play her games with her father, Adam told himself. He wasn't biting. [5 Letters S _ _ _ _ _ K]",stuck,STUCK,Stuck
"He b _ _ _ d low, but did little more than touch her ringless outstretched hand. Even so, he felt something like a spark jump between their fingers. From the momentary widening of those eyes, he thought that she felt it, too. [5 Letters B _ _ _ _ _ D]",bowed,BOWED,Bowed
"During training they only jacked you through cages, to G _ _  used to it, so you couldn't physically touch anyone you were jacked with. [3 Letters G _ _ _ ]",get,GET,Get
"With his face still cupped in my hands, I l _ _ _  a gentle kiss on Kitto's mouth. [4 Letters L _ _ _ ]",laid,LAID,Laid
They climbed into the car. When Decker l _ _ _ _ d back at the house he saw Natalie at a window staring out at them. [6 Letters L _ _ _ _ _ D],looked,LOOKED,Looked
"""Aye, baby,"" he replied softly. ""T _ _ _ k god you and Annie aren't perusing a litter of border collie puppies for Sally. Or buying her princess dresses. Or arranging five-star accommodation for your trip to London to take Sally to Harrods. Or something equally mad."" [5 Letters T _ _ _ _ _ K]",thank,THANK,Thank
"Two men loitering on deck with bows in hand t _ _ _  note of him as he did. Ehren slowed his steps cautiously as he approached the ship, and he stood well back from the gangplank as it was cast down. [4 Letters T _ _ _ ]",took,TOOK,Took
"She lifted that eyebrow in the way that s _ _ _ _ _ d his blood. ""Are you stalling?"" [7 Letters S _ _ _ _ _ D]",stirred,STIRRED,Stirred
"It wasn't precisely a welcome she h _ _ _ d in his voice. She stood and kept to the stairs where she was a head taller than he. ""Yes, I'm staying. At least for a few months. Is that a problem, Sheriff?"" [5 Letters H _ _ _ _ _ D]",heard,HEARD,Heard
"Taim had given one of his half-smiles at that, the kind that never r _ _ _ _ _ d his eyes, and told them the group from the White Tower had first pick, since they'd come first. The others waited, impatiently. [7 Letters R _ _ _ _ _ D]",reached,REACHED,Reached
"Then he ran a hand over her face, combing her hair behind her ear. The image of him performing that same careless gesture for her mother only hours before f _ _ _ _ _ d into her mind. [7 Letters F _ _ _ _ _ D]",flashed,FLASHED,Flashed
"The Army's Training and Doctrine Command (TRADOC) had been tasked to conduct an in-depth analysis of how SF should be organized, manned, equipped, and trained. It was to a _ _ _ _ r the questions: ""Where are we now? What is broken? [6 Letters A _ _ _ _ _ R]",answer,ANSWER,Answer
