QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"We didn't know nothing about any of these murdered people till those New York City detectives come around, and Pa said we couldn't believe them because people were always l _ _ _ _ _ g for trouble and telling lies in New York City."" [7 Letters L _ _ _ _ _ G]",looking,LOOKING,Looking
"""If you're going to talk about killing people, Anita, you might not want to do it in front of a policeman."" Zerbrowski w _ _ _ _ d down the hallway with his usual smile. [6 Letters W _ _ _ _ _ D]",walked,WALKED,Walked
"Elaine cried out, and I w _ _ _ _ _ d my head around to see her lifting her right hand, the ring on it releasing a cloud of glowing motes that burst around her in a swarm. [7 Letters W _ _ _ _ _ D]",whipped,WHIPPED,Whipped
"It may be a lowly job, but there's no place to go but up. Give me a year, and I'll be m _ _ _ _ g more money than Sara Plankmore and S. Todd and N. Elizabeth and F. [6 Letters M _ _ _ _ _ G]",making,MAKING,Making
"Fink, afraid to stand but nonetheless trying, hesitated for a split second too long, and this upset the judge. ""Out of here, Mr. Fink,"" he said rudely, p _ _ _ _ _ _ g to the door. [8 Letters P _ _ _ _ _ G]",pointing,POINTING,Pointing
Gregor had not done cartwheels after learning their plans. He even went head-to-head with both Callum and Lucien in an effort to p _ _  a stop to it. But the vampire was not on his game and gave in surprisingly quickly. [3 Letters P _ _ _ ],put,PUT,Put
"My wife s _ _ _  I look like a stuffed string. Your friend there the Hanscom boy, he's the one who needs to have a care about his weight What flavor, Eddie?"" [4 Letters S _ _ _ ]",says,SAYS,Says
Romanovich g _ _ _  me a look that I would have liked to capture in a snapshot. [4 Letters G _ _ _ ],gave,GAVE,Gave
"Jerry had always looked for the easy way, the biggest deal, and he hadn't always been an admirable man. But he'd always been so full of life. Slowly, Jonas l _ _ _  his hand on his brother's. [4 Letters L _ _ _ ]",laid,LAID,Laid
"""Who wouldn't recognize Tachyon?"" She gave a shiver. ""Jesus, I never expected that. I was scared he'd r _ _ _  my mind or something and figure I knew you."" [4 Letters R _ _ _ ]",read,READ,Read
"Ignoring the chair, Rand sat down cross-legged, facing the Aiel. Outside of Rhuidean, the only chairs in the Waste were chief's chairs, used only by the chief and only for three reasons: to be acclaimed as clan chief, to accept the submission of an enemy with honor, or to p _ _ _  judgment. [4 Letters P _ _ _ ]",pass,PASS,Pass
"""Are you putting blue candy in my stocking?"" She smiled. ""If you're not too old for that."" ""I'm never too old for candy."" ""I'll see you then."" She w _ _ _ d her hand across the mist. [5 Letters W _ _ _ _ _ D]",waved,WAVED,Waved
"""No. But I think we're done now."" Ripley h _ _ _ _ d her thumbs in her jacket pockets. ""How's your head?"" [6 Letters H _ _ _ _ _ D]",hooked,HOOKED,Hooked
"Since it appeared Fox had been struck dumb, Layla managed to c _ _ _ r her throat. ""I, ah, needed a new cartridge. For the printer? It's on the top shelf."" [5 Letters C _ _ _ _ _ R]",clear,CLEAR,Clear
"Because as I sped above them, I kept looking at Croyd and Mother. Looking and looking. Round and round. Spiralling gradually downward. He was applauding, yelling, bellowing, loving me. Though he'd never u _ _ _  that word. [4 Letters U _ _ _ ]",used,USED,Used
"""She's the same as Fulk,"" Goodwin answered. ""If she could do more than charm mice from her flour, she wouldn't be a Dog. Fulk nearly wet himself when that sparkler lit up."" She s _ _ _ k her head. [5 Letters S _ _ _ _ _ K]",shook,SHOOK,Shook
"""I didn't mean-"" He was right, she admitted with another glance at her watch. She didn't have time to a _ _ _ e. [5 Letters A _ _ _ _ _ E]",argue,ARGUE,Argue
"Oblivious of the cold wind and snow flurries, he k _ _ _  his mind on that commodity which he had left his room to find: a professional piece of ass. He found one: a pretty young brunette on Forty-second Street. [4 Letters K _ _ _ ]",kept,KEPT,Kept
"Mirri Maz Duur s _ _  back on her heels and studied Daenerys through eyes as black as night. ""There is a spell."" Her voice was quiet, scarcely more than a whisper. ""But it is hard, lady, and dark. [3 Letters S _ _ _ ]",sat,SAT,Sat
"""The sergeant said to hold,"" one began, and Eve sliced him with one sharp look, t _ _ _ _ d her badge. [6 Letters T _ _ _ _ _ D]",tapped,TAPPED,Tapped
