QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"I ignored the anger, because it didn't get me anywhere to pay a _ _ _ _ _ _ _ n to it. He was in a bad mood, it was a bad scene, and Dolph wasn't too fond of the monsters lately. [9 Letters A _ _ _ _ _ N]",attention,ATTENTION,Attention
"WE HIT THE stage at a run, and I fell into Jean-Claude's arms. I fell into his arms with Nathaniel in my right hand, and Damian in my left. Jean-Claude staggered under the combined w _ _ _ _ t, or the momentum. [6 Letters W _ _ _ _ _ T]",weight,WEIGHT,Weight
"He went for a w _ _ _  along Ocean Avenue, building up the courage to call Scott in Los Angeles. The prospect of that conversation with his son soon preoccupied him and drove all thoughts of the mannerless, gluttonous diners out of his mind. [4 Letters W _ _ _ ]",walk,WALK,Walk
"They are both still in their evening clothes. They smile into each other's eyes with warmth and love and u _ _ _ _ _ _ _ _ _ _ _ g, two people who are utterly in sync with each other. [13 Letters U _ _ _ _ _ G]",understanding,UNDERSTANDING,Understanding
Hermione read the paper several t _ _ _ s. Then she walked up and [5 Letters T _ _ _ _ _ S],times,TIMES,Times
"""And I've broken them."" It was hard, so hard, to keep her voice and hands from trembling, to keep her eyes l _ _ _ l. [5 Letters L _ _ _ _ _ L]",level,LEVEL,Level
"The sun was setting behind it, so the canvas of the sky was streaked with red and g _ _ _ , adding yet another layer of drama. [4 Letters G _ _ _ ]",gold,GOLD,Gold
"[303] This sensible precaution presented a minor p _ _ _ _ _ m easily resolved. He had to pee, so he relieved himself in a potted palm. [7 Letters P _ _ _ _ _ M]",problem,PROBLEM,Problem
"""I was a mess,"" Rebecca said firmly. ""A cliché, the dowdy prodigy with a sharp b _ _ _ n and bad shoes. [5 Letters B _ _ _ _ _ N]",brain,BRAIN,Brain
Bones that night was not the Willy he had known in life and d _ _ _ h for the past seven and three quarters years. [5 Letters D _ _ _ _ _ H],death,DEATH,Death
Jonah tosses him a thick fold of bills and a chin l _ _ _  and guides me to the front door. I beeline it to Jonah's room to take off my dress and wash my face. [4 Letters L _ _ _ ],lift,LIFT,Lift
"If anything went wrong, they would bingo to the Manaus city airport, ninety-eight miles to the e _ _ _  of their destination, which had full services, including repairs. [4 Letters E _ _ _ ]",east,EAST,East
"""If we all stay, we all die,"" he said in a quiet, firm v _ _ _ e. ""If I go, there's a chance some of us will live."" He turned his right hand palm upward, and said, ""Countess."" [5 Letters V _ _ _ _ _ E]",voice,VOICE,Voice
"With a choked cry, he sat up in b _ _ , seizing her wrist and twisting her hand away from his shoulder as though she were a dagger-wielding assassin. [3 Letters B _ _ _ ]",bed,BED,Bed
"Could've been considerably worse, but insurance c _ _ _ _ _ _ _ s tend to take a dim view on multimillion-dollar payouts."" [9 Letters C _ _ _ _ _ S]",companies,COMPANIES,Companies
I dragged the back of my sleeve across my eyes and squinted into the s _ _  again as I scanned back and forth around the jeep. There was no sign of my CO. [3 Letters S _ _ _ ],sun,SUN,Sun
"Olsen's l _ _ _  quirked, like she thought he was kidding, and then, when she was sure he wasn't, she returned the picture to its place, carefully, as if it were a detonator. [4 Letters L _ _ _ ]",lips,LIPS,Lips
"As the others piled down the steps after me, I threw open the door to my left. I stepped into an enormous chamber filled with wires, p _ _ _ s of glass, and scientists in white lab coats. [5 Letters P _ _ _ _ _ S]",panes,PANES,Panes
"But not being able to quantify it didn't mean it wasn't real, like that c _ _ _ d killer his brother had dispatched in Alabama. They were doing the Lord's work, even if the Lord was not an accountant. [5 Letters C _ _ _ _ _ D]",child,CHILD,Child
"""I am afraid I can only think of one reason for them to go to such l _ _ _ _ _ s to spread everything out so, to avoid any pattern except a lack of pattern. [7 Letters L _ _ _ _ _ S]",lengths,LENGTHS,Lengths
