QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
His voice trailed off and he stared at the w _ _ _  where Jennifer had vanished. His eyes nearly bugged out of their sockets when she stuck her head back through the wall. [4 Letters W _ _ _ ],wall,WALL,Wall
"Her arms wound around his neck, and he pulled her tight against him, feeling the softness of her mold against his hard m _ _ _ _ _ s, feeling the fire burst out between them in a flare of desire. [7 Letters M _ _ _ _ _ S]",muscles,MUSCLES,Muscles
"""I know,"" he said. His v _ _ _ e went just a little higher from the pain. It felt like the machine was peeling back his skin, pouring molten metal into his veins. A scream was pushing at the back of his throat. [5 Letters V _ _ _ _ _ E]",voice,VOICE,Voice
"Doyle turned slowly from the empty window. The short sword caught the wavering light. ""Now do you believe that the q _ _ _ n sent me to save you?"" [5 Letters Q _ _ _ _ _ N]",queen,QUEEN,Queen
"This time, when he turned his attention to the docks, he saw the Samaritan-thing hurtling through the gate at the sea wall, no more than two hundred f _ _ _  away, raincoat billowing like a cape behind it, no longer dazzled by birds, its eyes on the prize. [4 Letters F _ _ _ ]",feet,FEET,Feet
"That might save their l _ _ _ s, but it would also ensure they would fail their mission, and they had been told they would get only one crack at this. [5 Letters L _ _ _ _ _ S]",lives,LIVES,Lives
"I stared inside the Jaguar. In the backseat, I could see dress shirts on w _ _ _  hangers. The hangers were white and I thought of the chips in Detective Hampton's wounds. Had he strangled her with a hanger? Was Shafer the Weasel? [4 Letters W _ _ _ ]",wire,WIRE,Wire
"For four or five or six seconds, as I desperately searched the bleak night ahead, I couldn't see him. Then suddenly I got a g _ _ _ _ _ e of his bright red pajamas outlined against the snow and flapping like a flag in the wind. [7 Letters G _ _ _ _ _ E]",glimpse,GLIMPSE,Glimpse
"Luckily, there was a blow d _ _ _ r (as hers didn't have the right plug) and fortunately, when she was ready, she didn't look a fright as one wouldn't want to look when one was possibly meeting their new subjects as their new queen. [5 Letters D _ _ _ _ _ R]",dryer,DRYER,Dryer
"I sent a flurry of jabs at his head, pretending it was a s _ _ _ d bag, and bounced his skull off the bus maybe fifty times in seven or eight seconds. ""Headache."" [5 Letters S _ _ _ _ _ D]",speed,SPEED,Speed
"It's a maze, and as long as your credit card stays good, they don't much c _ _ _  whether you ever get out. [4 Letters C _ _ _ ]",care,CARE,Care
"""Are we going to stay out here all night? This valley is pretty deep. It'll be dark down here in another c _ _ _ _ e of hours. [6 Letters C _ _ _ _ _ E]",couple,COUPLE,Couple
"""It is not fun being dead,"" Lavinia replied, then she smiled a small s _ _ _ e. ""But as I am no longer thus and all is well in my Lunwyn again, I am fine."" [5 Letters S _ _ _ _ _ E]",smile,SMILE,Smile
"The tent's exterior left him ill prepared for the comforts he found within. The ground beneath his feet was carpeted in woven Myrish rugs, rich with color. An ornate t _ _ _ _ _ e table stood surrounded by camp chairs. [7 Letters T _ _ _ _ _ E]",trestle,TRESTLE,Trestle
"Michelle cocked her head to one side and gave him her very best are-you-fucking-kidding-me look. ""This is my family,"" she said hotly. ""Nothing takes p _ _ _ _ _ _ _ _ e over that."" Then she pointed at the TV. [10 Letters P _ _ _ _ _ E]",precedence,PRECEDENCE,Precedence
"Most of the room hadn't changed since I'd been here Sunday night. It was still a bare box of walls and w _ _ _ _ _ s, the floor littered with odd bits of lumber and power tools. [7 Letters W _ _ _ _ _ S]",windows,WINDOWS,Windows
"She'd covered it all over with crem, which had hardened with time, creating something that actually felt like a h _ _ _  instead of a shanty. [4 Letters H _ _ _ ]",home,HOME,Home
"They ducked under the rising barrier before it was entirely out of their way. In the weak light of the lone bulb, they went directly to the station w _ _ _ n. [5 Letters W _ _ _ _ _ N]",wagon,WAGON,Wagon
"There was an earsplitting bang and a long, zigzagging crack shot down the center of The Mansion. The door disappeared into it and then the whole h _ _ _ e began to swallow itself from the outside in. [5 Letters H _ _ _ _ _ E]",house,HOUSE,House
"From the man who gripped his a _ _  Ivan heard an answering growl. ""No man, naked, may lay his hands upon my brother's wife in such a way as that!"" [3 Letters A _ _ _ ]",arm,ARM,Arm
