QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"Vox grabbed her by the t _ _ _ _ t, shoved her up against the wall. ""You stupid . . ."" [6 Letters T _ _ _ _ _ T]",throat,THROAT,Throat
"Rogers held the g _ _ , sighted through it, checked the balance, slid his fingers along the grip, and slid back the rack twice to test the action. [3 Letters G _ _ _ ]",gun,GUN,Gun
"He asked, and they drew swords from under their white c _ _ _ s. Short swords, forged of something darker and heavier than steel. Was it bronze? I wasn't sure. I just knew it wasn't steel. [5 Letters C _ _ _ _ _ S]",coats,COATS,Coats
"So he got what was coming to him, as far as I can see. And I'm not shedding any tears over it. I got straight, I got w _ _ _ . Cops like to come around giving me the fish eye, fine. I'm clean."" [4 Letters W _ _ _ ]",work,WORK,Work
"""-and I won't be blind, because I really n _ _ _  to see you, and I won't be deaf because how can we plan our wedding if I can't hear you, and I won't be-"" [4 Letters N _ _ _ ]",need,NEED,Need
"""Sorry, just have a b _ _ _ h of stuff on my mind."" [5 Letters B _ _ _ _ _ H]",bunch,BUNCH,Bunch
"Ramirez, the traitor, had t _ _ _  to the American CIA. After seizing power, the General could always point to them as having removed a collaborator who had outlived his usefulness. [4 Letters T _ _ _ ]",ties,TIES,Ties
"It was a side effect of the jet l _ _ , Roy supposed. At least it wasn't making him gain weight. [3 Letters L _ _ _ ]",lag,LAG,Lag
"When I could m _ _ _  again, I gently pulled one of the rocking chairs over on its side, then crawled behind it. [4 Letters M _ _ _ ]",move,MOVE,Move
"Either way, I've got to give Michael some credit. Telling Dakota I was there planning a surprise p _ _ _ y for Penley at ""Nana and Papa's"" country club was a masterstroke of quick thinking. [5 Letters P _ _ _ _ _ Y]",party,PARTY,Party
"On the edge of the Wall an ornate brass Myrish eye stood on three spindly l _ _ _ . Maester Aemon had once used it to peer at the stars, before his own eyes had failed him. [4 Letters L _ _ _ ]",legs,LEGS,Legs
"""No, my fault. We're under pressure…what Barlow would undoubtedly call an end game."" He ran a hand through his carroty hair and looked around aimlessly. His eye suddenly lit on something beside Petrie's blueprint and he picked it up. It was a black g _ _ _ _ e pencil. [6 Letters G _ _ _ _ _ E]",grease,GREASE,Grease
"After I filled out the form, as he processed us, I tried not to think where Ty Walker would get cash to pay for a swanky Vegas h _ _ _ l room considering he walked out of prison not twenty-four hours ago with nothing (that I knew of) but the clothes on his back. [5 Letters H _ _ _ _ _ L]",hotel,HOTEL,Hotel
) But most of the time they are a blue-black color which fills the bare treatment shed with shadows and imparts to the teeth and spectacles of Dr. Alexandre and his assistant a k _ _ _  of jetty gloss. [4 Letters K _ _ _ ],kind,KIND,Kind
"I'd never really considered what it might be like for someone to sense my own a _ _ _ . Shiela drew in a sharp breath, and her arm jumped. Her ink-stained fingers squeezed tight for a second and smudged my hand. ""Oh. Sorry, sorry."" [4 Letters A _ _ _ ]",aura,AURA,Aura
"""You won't see anything,"" a crisp, educated v _ _ _ e snapped. Its owner might have been in the same room with her - or on the other side of the door. ""It was spelled for concealment."" [5 Letters V _ _ _ _ _ E]",voice,VOICE,Voice
"""Yeah, unless you're frigging deaf. He's had that music blaring like that for over an hour. I work n _ _ _ _ s. I gotta get some sleep."" [6 Letters N _ _ _ _ _ S]",nights,NIGHTS,Nights
"Then I realized it seemed like a big one because it was, but also because the entire floor of the house was open plan the kitchen feeding into a huge living room that had floor to ceiling windows at the end with a view to a large, jutting front d _ _ _  and the panorama beyond. [4 Letters D _ _ _ ]",deck,DECK,Deck
They passed under flowering appletrees and passed a log crib chinked with orange mud and forded a branch and came in s _ _ _ t of an aged clapboard house that stood in blue shade under the wall of the mountain. [5 Letters S _ _ _ _ _ T],sight,SIGHT,Sight
"She seemed to bring it back under control by a sheer effort of will, biting her lower l _ _  so hard it appeared as if she would draw blood. [3 Letters L _ _ _ ]",lip,LIP,Lip
