QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"I could have used my c _ _ _  phone to call Stormy's uncle, Father Sean, in the rectory. He would come to our aid without delay and without too many awkward questions. [4 Letters C _ _ _ ]",cell,CELL,Cell
"If it weren't for the fact that he wanted to see several paintings-several master-pieces -displayed in the same room as the Mona Lisa, he might have pointed them in the proper direction as they continued up the s _ _ _ _ s. [6 Letters S _ _ _ _ _ S]",stairs,STAIRS,Stairs
"Later that afternoon, the police stop by and have a chat with Lance, the shiftless kid next door to the Renfros. Just three cops, in plain clothes, bravely approaching the house without assault weapons or bulletproof v _ _ _ s. [5 Letters V _ _ _ _ _ S]",vests,VESTS,Vests
"The Belt is a region of space not far from Earth's orbit where Battle School, a s _ _ _ e station, was located. [5 Letters S _ _ _ _ _ E]",space,SPACE,Space
"What about me? I felt no tribal kinship with the other w _ _ _ _ _ _ _ s. Certainly not with Pink, but even as I became aware of other w _ _ _ _ _ _ _ s-Carol Jeanne was not the only colonist important enough to merit bringing her witness-I felt no particular kinship with them. [9 Letters W _ _ _ _ _ S]",witnesses,WITNESSES,Witnesses
"Robie peeled off his c _ _ _  pack. ""How about a little misdirection first?"" [4 Letters C _ _ _ ]",comm,COMM,Comm
"Robin's father taught arithmetic at Daddy's school, and Scott's daddy taught history there. most of the k _ _ _  at the nursery school were associated either with Stovington Prep or with the small IBM plant just outside of town. [4 Letters K _ _ _ ]",kids,KIDS,Kids
"""Don't say anything to anyone yet. I want to be sure."" Laughing, she squeezed Lilah against her. ""Suddenly I don't feel tired at all. I'll call the doctor first thing in the m _ _ _ _ _ g. [7 Letters M _ _ _ _ _ G]",morning,MORNING,Morning
"It was as if some giant invisible blade was hacking at it. The blood flowed faster, until the Nameless was covered in a slick red coat from top to bottom, covered in a dress of its own b _ _ _ d. [5 Letters B _ _ _ _ _ D]",blood,BLOOD,Blood
"It amazed Margo how quickly she got into the spirit. She'd never realized how much fun, how simply exhilarating w _ _ _ _ _ _ g and dealing could be. The car started it all. [8 Letters W _ _ _ _ _ G]",wheeling,WHEELING,Wheeling
"Everything else in my vision faded away. I could see only Jeb, smiling at me through the bars of my dog c _ _ _ e. [5 Letters C _ _ _ _ _ E]",crate,CRATE,Crate
"""What good's a rumor that deals with bureaucratic details? The point is this,"" he said. ""It happened right out in the open but it's still a huge secret to this day. That's the s _ _ _ y anyway. Which I don't happen to believe. [5 Letters S _ _ _ _ _ Y]",story,STORY,Story
"""No,"" Giraldi said. ""There's something about this storm that keeps Knights Aeris from flying more than a few y _ _ _ s off the ground. [5 Letters Y _ _ _ _ _ S]",yards,YARDS,Yards
"At night we sew, though we have few c _ _ _ s for extra candles. Papa is constructing a cradle. We do not speak of the little box hidden under the floor in the kitchen."" [5 Letters C _ _ _ _ _ S]",coins,COINS,Coins
And why do higher-level descriptions tend to be independent of lower-level details-doesn't that suggest the higher l _ _ _ _ s aren't just parasitic? The success of those descriptions would be a miracle if there were no real action at higher l _ _ _ _ s. [6 Letters L _ _ _ _ _ S],levels,LEVELS,Levels
"""Yeah, I do. But not for men who hunt with an abused woman's father who've known that woman since she was a little girl. Men like that make s _ _ _  happen so that shit stops,"" Sam fired back. [4 Letters S _ _ _ ]",shit,SHIT,Shit
"Before he'd even had time to suck a fresh breath of air into his lungs he crashed sidelong onto a m _ _ _ l building. It was a small tin-roofed fishing shack at the waterline, and the entire structure moved along with the force of his impact. [5 Letters M _ _ _ _ _ L]",metal,METAL,Metal
"She could envision the lives, the social order, even the daily r _ _ _ _ _ e of people who'd lived thousands of years before she was born. Yet she knew next to nothing about a man she'd met-one she'd argued with. [7 Letters R _ _ _ _ _ E]",routine,ROUTINE,Routine
"Valencia appeared in the d _ _ _ _ _ _ e, glittering against the dark coastline. There was an otherworldly quality to being suspended in midair, in the cold and gloom of Olga's cabin, passing over Europe's storied cities. [8 Letters D _ _ _ _ _ E]",distance,DISTANCE,Distance
"They resembled scenes more suitable for h _ _ _ _ r movies than a church, though he wasn't really familiar with anything but the staid upper-class Protestant services he'd largely abandoned once he became an adult. [6 Letters H _ _ _ _ _ R]",horror,HORROR,Horror
