QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"Although a lot can be done to reduce the medium IR band signature from the engines, little can be done about solar or friction heating of the aircraft's outer s _ _ _ . [4 Letters S _ _ _ ]",skin,SKIN,Skin
"The monkey was hidden away again in the back c _ _ _ _ t. Bill never noticed it was gone from his shelf... or if he did, he never said. [6 Letters C _ _ _ _ _ T]",closet,CLOSET,Closet
"They were struggling on the slopes, pikes thrusting against another wall of shields, these oval and reinforced with iron studs. As he watched, the a _ _  filled with arrows again, and the men behind the oak wall crumbled beneath the murderous fire. [3 Letters A _ _ _ ]",air,AIR,Air
"She hesitated for a moment. ""Not really, no."" She stared into her c _ _ _ _ e cup. ""His parents are having the body flown back to Jackson, Mississippi, for the funeral and burial. That's where he was from. They seem like nice people. [6 Letters C _ _ _ _ _ E]",coffee,COFFEE,Coffee
"The pillars rose before them like giant skeletal reeds. Phantom mist twisted between them. Shoftiel couldn't tell what they were made of. Salt, perhaps. The a _ _ _  had been known as the salt flats once. [4 Letters A _ _ _ ]",area,AREA,Area
"Not only that, but Rodriguez, who picked up lunch and ran out in the rain to put quarters in the meter, was too low on the f _ _ _  chain to make any sense as a target. [4 Letters F _ _ _ ]",food,FOOD,Food
"My mind stutters over thoughts, eyes focused on the back of his hand holding his phone, with emotions swirling that I never allow to show. A glorified assistant? I bet my t _ _ _ k record is more extensive and exclusive than his by a mile. [5 Letters T _ _ _ _ _ K]",track,TRACK,Track
"When Charlie entered Intelink-TS and began poking around he discovered that another entity had beat him to it, and was, at that very moment, reading CIA m _ _ _ _ _ e traffic via a RAT, a remote-access Trojan. [7 Letters M _ _ _ _ _ E]",message,MESSAGE,Message
"Opening it, she took out a velvet p _ _ _ h, slid the stone out into her palm. [5 Letters P _ _ _ _ _ H]",pouch,POUCH,Pouch
"Yet they brought him money: leather purses plump with g _ _ _  and silver and the square iron coins of Braavos. The old man would count it out carefully, sorting the coins and stacking them up neatly, like with like. [4 Letters G _ _ _ ]",gold,GOLD,Gold
"""According to his chart, he had a simple fracture of his right humerus and a h _ _ _ _ _ _ e fracture of the ulna, same arm,"" said Dr. Paul. ""Apparently, he fell from his bike."" [8 Letters H _ _ _ _ _ E]",hairline,HAIRLINE,Hairline
"""No one."" Luke stood with LeClerc outside the casino, watching the dancers sway on the postage-stamp dance f _ _ _ r in the Monte Carlo Lounge. The quartet of Polish musicians was playing [5 Letters F _ _ _ _ _ R]",floor,FLOOR,Floor
"When you're a grown-up, you take it for granted that things are going to change no matter how much you try to maintain the s _ _ _ _ s quo (even Republican bankers know that-they may not like it, but they know it). [6 Letters S _ _ _ _ _ S]",status,STATUS,Status
"Emma gripped the e _ _ _  of the wall until her fingers went numb. She wasn't seeing the party any longer, the pretty people mixing together, laughing over plastic glasses of white wine or chilled bottles of imported beer. [4 Letters E _ _ _ ]",edge,EDGE,Edge
"As with the other rooms she'd seen, paintings hung on the w _ _ _ , some of them Gabe's, others by artists he respected. [4 Letters W _ _ _ ]",wall,WALL,Wall
"""I recognize you now,"" I said. ""The first time I came to camp, you were sitting by the f _ _ _ , in the middle of the commons area."" [4 Letters F _ _ _ ]",fire,FIRE,Fire
"""Yeah. I figure they will. They'll either grab us or shoot us from ambush like we were d _ _ _ ."" [4 Letters D _ _ _ ]",dogs,DOGS,Dogs
"JULIA FELT WEIGHTLESS in Charlie's arms, like an angel. Her long l _ _ _  locked around his waist, and all he had to do was raise his knees, and she was sitting on his lap. [4 Letters L _ _ _ ]",legs,LEGS,Legs
"D stood above her, in the open d _ _ _ _ _ y, and even in this poor light, Leilani could see that they both still looked deeply concerned. Worse than concerned. Grim. Maybe even bleak. [7 Letters D _ _ _ _ _ Y]",doorway,DOORWAY,Doorway
We thought it was over when we got out of Harlem and we started pushing the glass off our seats and a few g _ _ _  even came out with some funny remarks that had us all laughing even though they weren't really funny. [4 Letters G _ _ _ ],guys,GUYS,Guys
