QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"When his m _ _ _ h swooped down to capture hers, her hands strained under his grip, her pulse jittering in quick, rabbit jumps under his fingers. [5 Letters M _ _ _ _ _ H]",mouth,MOUTH,Mouth
Van Thiessen directed his client to the leather c _ _ _ _ s while Elke and another assistant scurried around to fetch coffee and pastries. [6 Letters C _ _ _ _ _ S],chairs,CHAIRS,Chairs
"""You're just no fun, are you? But one day we'll have fun, you and I."" She floated closer, running her t _ _ _ _ e over fangs before she smiled. ""I have so many plans for you. Men have let you down, haven't they? [6 Letters T _ _ _ _ _ E]",tongue,TONGUE,Tongue
"Turan struggled, reaching for his sword. Ituralde hesitated, t _ _ _ _ _ g back. [7 Letters T _ _ _ _ _ G]",turning,TURNING,Turning
"I began experimenting with this sort of thing in Came, and continued on a more ambitious level with 'Salem's Lot. I never really hit my stride, however, until The dead z _ _ _ . [4 Letters Z _ _ _ ]",zone,ZONE,Zone
"I had barely settled into my seat when he asked to see the pages I had written. As the rest of us made small t _ _ _  around the table, Monsieur X sat hunched in silence, reading through my florid, slam-bang paragraphs. [4 Letters T _ _ _ ]",talk,TALK,Talk
"""It was red,"" the other g _ _ _  said. She spoke in the voice of the shells. They were halfway up now. Their heads were little more than skulls with wet hair draggling down the sides. [4 Letters G _ _ _ ]",girl,GIRL,Girl
"I hesitated. He was older than Jean-Claude. A lot older. He might be able to kill the Master of the City. Of course, that would leave this m _ _ _ _ r vampire in control of the city. He and his three helpers. [6 Letters M _ _ _ _ _ R]",master,MASTER,Master
"I felt p _ _ _ c tear through the crowd. I heard smal screams, felt people moving and caught Eddie and Carl's voices cal ing commands to the edging people. [5 Letters P _ _ _ _ _ C]",panic,PANIC,Panic
"""It's sure off to a good start. Harper, no one's ever gone to so much t _ _ _ _ _ e for me. I've never felt more special."" [7 Letters T _ _ _ _ _ E]",trouble,TROUBLE,Trouble
"She stared at the c _ _ _ _ r of the room as if held in a trance. He took both of her hands in his. ""A. J., what girl?"" [6 Letters C _ _ _ _ _ R]",center,CENTER,Center
"Then the sleek shape broke the surface, and he saw Tressalara, her bare shoulders white as pearl beneath the velvety cloak of her wet hair. His p _ _ _ e quickened. [5 Letters P _ _ _ _ _ E]",pulse,PULSE,Pulse
Too many lives depended on his somehow reaching Castle Black before the Magnar … assuming he found a c _ _ _ _ e to escape the wildlings. [6 Letters C _ _ _ _ _ E],chance,CHANCE,Chance
"Marines, with their considerable experience rooting enemies out of caves and urban areas, have a healthy respect for such operations. The Corps' predeployment t _ _ _ _ _ _ g program is designed to teach MEU (SOC) Marines how to take an edge into such situations. [8 Letters T _ _ _ _ _ G]",training,TRAINING,Training
"Special thanks to Raymond Brown, a gentleman and fine lawyer in Pascagoula, Mississippi, who came through in the clutch; and to Chris Charlton, a l _ _  school pal who knows the alleys of New Orleans; [3 Letters L _ _ _ ]",law,LAW,Law
"The sisters were good to me, actually loved me better than my p _ _ _ _ _ s had, and they tried to save me. Who knows, maybe they succeeded. [7 Letters P _ _ _ _ _ S]",parents,PARENTS,Parents
"In the end, she plugged the horse's ears with a weave of a _ _  as the dragoners rolled their weapons to the side and let the second rank open fire. [3 Letters A _ _ _ ]",air,AIR,Air
"He'd only be fourteen, but he was already ranged with the men. In a m _ _ _ _ r of seconds they studied one another. She saw a mirror of the curiosity she was feeling, the same grudging kinship. [6 Letters M _ _ _ _ _ R]",matter,MATTER,Matter
"""I'll let you know."" He pressed the h _ _ _  of his hand to her arch, watched her lashes flutter. ""Still works, doesn't it?"" [4 Letters H _ _ _ ]",heel,HEEL,Heel
"""We've gotten through self-defense, the o _ _ _ _ _ _ e course, and outdoor survival,"" said Fang. ""We've still got weapons use. We'll probably be done by five or so."" [8 Letters O _ _ _ _ _ E]",obstacle,OBSTACLE,Obstacle
