QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"""Anson has the first floor."" Eve considered, pressed the b _ _ _ _ r for the main floor unit. [6 Letters B _ _ _ _ _ R]",buzzer,BUZZER,Buzzer
"""Yeah, you're making something of yourself. A selfish b _ _ _ _ _ d. You've been planning this, stringing me along while you planned to dump me when it was most convenient for you."" [7 Letters B _ _ _ _ _ D]",bastard,BASTARD,Bastard
"The four of them stood s _ _ _ _ _ _ r to shoulder, regarding the two officers. They looked like kids caught fighting on the playground: gazes on their shoes, scuffing at the concrete. Kate had her arms tightly crossed, maybe to keep her from wanting to throw something. [8 Letters S _ _ _ _ _ R]",shoulder,SHOULDER,Shoulder
But first she contacted the l _ _ _  of people she felt might be targets if the UNSUB switched directions. She started with Mavis. [4 Letters L _ _ _ ],list,LIST,List
"""Fantasy, however difficult the work, is its own addiction. Which is why so many of us delude ourselves into believing we've fallen desperately in l _ _ _  with another character in that shiny bubble-for the length of time it takes to create a film."" [4 Letters L _ _ _ ]",love,LOVE,Love
"They had fallen in love, perhaps, but they had also upset the b _ _ _ _ _ e of the household, and little Maria wasn't the least bit happy with the change. [7 Letters B _ _ _ _ _ E]",balance,BALANCE,Balance
"""Why don't we have a drink before we go to d _ _ _ _ r, and you can tell me how the day's gone?"" [6 Letters D _ _ _ _ _ R]",dinner,DINNER,Dinner
"Her p _ _ _ _ _ s were killed when she was a kid, but she was raised by friends of theirs, grew up with their daughter like a sister."" [7 Letters P _ _ _ _ _ S]",parents,PARENTS,Parents
There was also the de rigueur h _ _ _ _ _ _ _ _ r pad with a new Sikorsky S-76 sitting on it. [10 Letters H _ _ _ _ _ R],helicopter,HELICOPTER,Helicopter
"Did he already have someone within the Hegemony who was his ally? Someone who was sending m _ _ _ _ _ _ s for him, bringing him information, carrying out his errands? [8 Letters M _ _ _ _ _ S]",messages,MESSAGES,Messages
"He lost it on a stretch of rocky ground near a low stone w _ _ _ , then across the field toward the village the tracks picked up again, circling the houses at a distance. She'd done it more than once, obscuring her trail. [4 Letters W _ _ _ ]",wall,WALL,Wall
"And, in a strange way that made him think of birds sitting alone on t _ _ _ _ _ _ _ e wires, sad. The cuts were old, the damage to the wood rubbed smooth by time. The wood had accepted them, made them part of itself. [9 Letters T _ _ _ _ _ E]",telephone,TELEPHONE,Telephone
"He jumped off the platform, went into the bathroom and came back, getting into b _ _  again and stuffing Kleenex in my fist. [3 Letters B _ _ _ ]",bed,BED,Bed
"He left his beer on the bar, untouched, and strode out into the terminal. Dr. Finn was off with the pilot, getting their plane refueled, but Jay found Jerry Strauss at a pay phone, taking notes on a yellow legal p _ _  as he talked to Peter back in New York. [3 Letters P _ _ _ ]",pad,PAD,Pad
"When his back was against the light blue s _ _ _  wallpaper with the embossed pattern of wavy lines, his legs gave way and he collapsed to the carpet, hands splayed on the jungle of woven vines and creepers, the breath whistling in and out of his throat. [4 Letters S _ _ _ ]",silk,SILK,Silk
"Gran came to the e _ _ _  of the bed and laid her hand over mine. \""Dearie, my little dear, what ha\' they done to thee?\"" Her eyes were shiny with unshed tears. [4 Letters E _ _ _ ]",edge,EDGE,Edge
"I got ill, just tension, m _ _ _ _ _ g sickness, but I began to realize you weren't going to call. You weren't coming back. I was angry for a while, acknowledging you just hadn't wanted me enough. Small-town girl."" [7 Letters M _ _ _ _ _ G]",morning,MORNING,Morning
"For the space of a breath, Siroun landed on the f _ _ _ r next to him, barely long enough for him to register a bloody gash across her forearm, and leaped away again, sailing across the chamber. [5 Letters F _ _ _ _ _ R]",floor,FLOOR,Floor
"Perhaps he should have found hope in the fact that she wasn't among the living and dead w _ _ _ n in those subterranean rooms, but after three years, his capacity for hope had been exhausted. [5 Letters W _ _ _ _ _ N]",women,WOMEN,Women
"""Our profile tells us he's a white male between thirty-five and fifty. He's probably well educated, with a thorough knowledge of banks and their s _ _ _ _ _ _ y systems. [8 Letters S _ _ _ _ _ Y]",security,SECURITY,Security
