QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"I'd feel better if I could cry, but I haven't cried since I was ten, when my f _ _ _ _ r died. [6 Letters F _ _ _ _ _ R]",father,FATHER,Father
"every time Grouse tried to wrest control of the machine p _ _ _ _ l, the sling was pulled to the side, yanking him off balance as he tried to sit up and take it. [6 Letters P _ _ _ _ _ L]",pistol,PISTOL,Pistol
The weapons officer pushed the proper button. USS Maine shuddered with the sudden pulse of high-pressure air out of the torpedo t _ _ _  and into the sea. [4 Letters T _ _ _ ],tube,TUBE,Tube
He fixed a smooth place on the ground and fluffed up the pineneedles and spread a b _ _ _ _ _ t and sat down. He lay back and stretched out. The river chattered back a querulous babbling from the limestone shoals below the camp. [7 Letters B _ _ _ _ _ T],blanket,BLANKET,Blanket
"I doubt that he'll have much left of his feet to dance with, Garraty thought. A sharp twinge of p _ _ _  went through the arch of his right foot. The muscle there tightened heart-stoppingly, then loosened. [4 Letters P _ _ _ ]",pain,PAIN,Pain
"""Excellent idea. It wasn't my first o _ _ _ r of business, but why wait?"" He hitched her more securely on his shoulder and headed for the bedroom. [5 Letters O _ _ _ _ _ R]",order,ORDER,Order
"In the p _ _ _ _ _ g lot, after she moved the Honda to have a clear view of the entrance to the restaurant, Bibi slouched behind the steering wheel and wished that she had a baseball cap. [7 Letters P _ _ _ _ _ G]",parking,PARKING,Parking
"""I didn't understand them either, not at first, but I was little. There were many w _ _ _ s I didn't understand, when I was little."" [5 Letters W _ _ _ _ _ S]",words,WORDS,Words
"In the bar, the Zydeco band jammed without faltering. The thick, damp a _ _  seemed to shimmer with the music. [3 Letters A _ _ _ ]",air,AIR,Air
"""It's got a h _ _ _ t of ice,"" I replied. ""The traditional way to kill it is to melt the ice."" [5 Letters H _ _ _ _ _ T]",heart,HEART,Heart
"Ten seconds, Knight thought. These guys spend their whole l _ _ _ s preparing for ten seconds. He couldn't imagine it: the pressure, the expectations, the will and the hardship involved in becoming an Olympic champion. [5 Letters L _ _ _ _ _ S]",lives,LIVES,Lives
"She couldn't move. If the hounds of hell had burst out of the t _ _ _ s, jaws snapping, she would have stood just as she was, body throbbing, eyes fixed helplessly on his. Did he know? [5 Letters T _ _ _ _ _ S]",trees,TREES,Trees
"""We heard on the radio about that heist at the museum,"" the other c _ _  said. ""When we found that artifact in the tank, we put two and two together and figured you'd be interested."" [3 Letters C _ _ _ ]",cop,COP,Cop
"Butch hesitated. ""Annabeth's okay. You gotta cut her some slack. She had a v _ _ _ _ n telling her to come here, to find a guy with one shoe. That was supposed to be the answer to her problem."" [6 Letters V _ _ _ _ _ N]",vision,VISION,Vision
"I had to not look, because the craving was still there. I'd been told that my desire to touch him had been p _ _ _  of the same craving that any servant felt for their master, but I hadn't really believed it. [4 Letters P _ _ _ ]",part,PART,Part
"""One probably leads the way you wish to go,"" the right face said encouragingly. ""The other l _ _ _ s to certain death."" ""I-I know who you are,"" Annabeth said. ""Oh, you're a smart one!"" The left face sneered. [5 Letters L _ _ _ _ _ S]",leads,LEADS,Leads
"He didn't need to be asked twice, he sucked deep one, last, gorgeous time then his mouth went away and I sat up, jumped off the table and was on my k _ _ _ s in front of him before he'd got the first button opened his breeches. [5 Letters K _ _ _ _ _ S]",knees,KNEES,Knees
"""Okay, good . . . I'd hate to think you clammed up because you'd gone PC on me,"" Baxter said with a strained chuckle. His c _ _ _ r creaked as he leaned forward to reach for his antacids. ""The file you're tracing, does it have a name?"" [5 Letters C _ _ _ _ _ R]",chair,CHAIR,Chair
"""Run through it,"" the p _ _ _ t said quietly. ""Analyze it one step at a time."" [5 Letters P _ _ _ _ _ T]",pilot,PILOT,Pilot
"The code changed every two weeks, and those entrusted with it were required to commit it to memory. Leland punched in the c _ _ _ , and the fourteen-inch-thick, lead-core door slid aside with a sudden pneumatic whoosh. [4 Letters C _ _ _ ]",code,CODE,Code
