QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"The snow was cold under my bare f _ _ _  now. My arms ran with goose bumps, and I wasn't sure if I shivered from cold, or fear. [4 Letters F _ _ _ ]",feet,FEET,Feet
"The strength that had flowed freely through him only m _ _ _ _ _ s before drained. Exhausted, he let the drenched towel fall. His eyes met Asher's. [7 Letters M _ _ _ _ _ S]",moments,MOMENTS,Moments
"Quickly making his way to the top floor, he stopped next to the air vent, his gaze averted from the spot where his f _ _ _ _ d had died. [6 Letters F _ _ _ _ _ D]",friend,FRIEND,Friend
"There were mounds of burned and buried rubbish, odd, scattered personal articles and pieces of equipment--entrenching tools, butane cookstoves, spools of rope, a metal bucket, first-aid kits, a disposable razor, four D-cell batteries, a pair of sunglasses missing one lens, an overturned wooden table, a commercially available Hammond map of the a _ _ _  with no penned-in notes or highlighted route markings. [4 Letters A _ _ _ ]",area,AREA,Area
"""Roustabouts are the guys who put up the circus tents and pull 'em down, plus they take care of the equipment, the generators, that k _ _ _  of stuff."" [4 Letters K _ _ _ ]",kind,KIND,Kind
"Having finished searching the study, Pogo was looking through the kitchen c _ _ _ _ _ _ s when Pax entered and put his discovery on the dinette table. [8 Letters C _ _ _ _ _ S]",cabinets,CABINETS,Cabinets
"The public Senator began to return almost at once. Her eyes cleared, her shoulders straightened, her v _ _ _ e became stronger. [5 Letters V _ _ _ _ _ E]",voice,VOICE,Voice
"You dont ride with any of the other k _ _ _  from Baldwin Hills? They all got their own cars, dont they? [4 Letters K _ _ _ ]",kids,KIDS,Kids
"Cal drummed his f _ _ _ _ _ s on the table. She sure knew how to stick to a story. ""So it's a month to the anniversary of…the spell casting."" [7 Letters F _ _ _ _ _ S]",fingers,FINGERS,Fingers
"Bond again scratched his c _ _ _ . ""Well, I did hear a weird sound I've never heard before. Something tapping and scraping. Over and over."" [4 Letters C _ _ _ ]",chin,CHIN,Chin
"Tom walked two s _ _ _ s back into the sun. Then he swung back around and jabbed a finger at the handlers. ""All right. I'll do that. I'll do that little thing. Hey, kids. Listen up."" [5 Letters S _ _ _ _ _ S]",steps,STEPS,Steps
"""Are you saying I'm a good mother but a fussbudget? Compliment noted and P _ _ _ t taken. Now go."" [5 Letters P _ _ _ _ _ T]",point,POINT,Point
He murmured into her mouth; a husky plea. His hands gripped her h _ _ _  as if he were falling. [4 Letters H _ _ _ ],hips,HIPS,Hips
"When we started this book, popular opinion around the Pentagon was that it could not be done. If any one person changed that, it was v _ _ _  admiral Roger Bacon, USN (Ret.). [4 Letters V _ _ _ ]",vice,VICE,Vice
"The two crowds collapse into one around it and create that breathless suckoven feel at the center. A campus security g _ _ _ d now stands at each corner of the ornamental velvet-rope barrier, beneath which Dashmiel, Scott, and ""Toneh"" Eddington have ducked. [5 Letters G _ _ _ _ _ D]",guard,GUARD,Guard
"I used the last of my energy to cast a spell that took a chunk out of the living room w _ _ _ . We stumbled through the opening, and Cyrus pushed the TV cabinet across the breach. [4 Letters W _ _ _ ]",wall,WALL,Wall
"Myself, I hated greasy pots when I was a g _ _ _ , and I don't doubt I still would."" [4 Letters G _ _ _ ]",girl,GIRL,Girl
"""You,"" he gritted softly. He reached down and gathered my shirt up in a knot. ""I'm going to teach you a l _ _ _ _ n you'll never forget."" He glared at Kelly and Mike, cowering back in the moving storm shadows. ""Get out!"" [6 Letters L _ _ _ _ _ N]",lesson,LESSON,Lesson
"I kept my chin up, trying to maintain a sense of dignity, taking my seat in the cage of b _ _ _ _ _ _ _ _ _ f glass and staring forward as if nothing were happening around me. [11 Letters B _ _ _ _ _ F]",bulletproof,BULLETPROOF,Bulletproof
"""No, I haven't."" The k _ _ _ _ _ n smelled like someone's devoted grandmother's kitchen, and it had his mouth watering. ""It's very aromatic."" [7 Letters K _ _ _ _ _ N]",kitchen,KITCHEN,Kitchen
