QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"I didn't own any panty hose anymore. I'd finally been won over to the truth that a comfortable g _ _ _ _ r belt, hard to find but worth the search, with a pair of nice hose was actually more comfortable than panty hose. [6 Letters G _ _ _ _ _ R]",garter,GARTER,Garter
"When Halloween rolled around, it seemed like the perfect time in the game to take on Section 1, Rule 1: The Hills Village middle s _ _ _ _ l Dress Code. [6 Letters S _ _ _ _ _ L]",school,SCHOOL,School
"They're the ones who major in French-kissing and usually wind up pregnant at sixteen. You know the k _ _ _  I mean?"" [4 Letters K _ _ _ ]",kind,KIND,Kind
"""We went back to the cabin where Walton was staying. Malloy thought she recognized a b _ _ _  print there. She's going to follow it up."" [4 Letters B _ _ _ ]",boot,BOOT,Boot
"Hey, Tony,"" the v _ _ _ e on the phone said. It took Bretano a second to recognize it. [5 Letters V _ _ _ _ _ E]",voice,VOICE,Voice
"Deliberately Tory took out her own sunglasses, slipped them on. ""Stern stuff."" ""Good."" Faith waited for a break in traffic, then shot away from the c _ _ _  in a screaming U-turn. She nipped through the light at the square seconds before it turned red. [4 Letters C _ _ _ ]",curb,CURB,Curb
"LEAVING CAMPUS, HALF an hour later, I went to the grocery store and bought three steaks, potatoes, green beans, a bottle of wine, cheese and crackers, grapes, a frozen cheesecake… I reasoned that since I didn't have his phone number, I couldn't cancel, and the least I could do was give Cody a c _ _ _ _ e to defend himself. [6 Letters C _ _ _ _ _ E]",chance,CHANCE,Chance
"The quiet w _ _ _  had offered the little crannogman a place in his tent that night, but before he slept he knelt on the lakeshore, looking across the water to where the Isle of Faces would be, and said a prayer to the old gods of north and Neck …"" [4 Letters W _ _ _ ]",wolf,WOLF,Wolf
"It was late a _ _ _ _ _ _ _ n by the time Perrin led them between two steep-sloped mountains, snowy peaks as ever wrapped in cloud, and turned up a smaller stream that splashed downward over gray stones in a series of tiny waterfalls. [9 Letters A _ _ _ _ _ N]",afternoon,AFTERNOON,Afternoon
I woke in the dark with the comforting weight of bodies around me. I knew by the quality of darkness and the faint l _ _ _ t from the nearby bathroom that I was in Jean-Claude's bed. [5 Letters L _ _ _ _ _ T],light,LIGHT,Light
"She went in with him, tossed her c _ _ _  over the newel post. [4 Letters C _ _ _ ]",coat,COAT,Coat
"Three hours later Maggie and her mother took Rita home, following the woman's directions, despite those changing several times en route. Maggie recognized her behavior as shock, and patiently waited for the old woman to issue a new s _ _  of directions. [3 Letters S _ _ _ ]",set,SET,Set
"He knew that even if he answered not at all, Terence would still enter, because even though he was a relatively young man, the butler had lost almost all his hearing and usually read l _ _ _ . That made Hulme's ""enter"" quite superfluous; [4 Letters L _ _ _ ]",lips,LIPS,Lips
"""She's been identified through fingerprints and DNA. If you can manage it, I'd like you to come with me and do a visual c _ _ _ _ _ _ _ _ _ _ n."" [12 Letters C _ _ _ _ _ N]",confirmation,CONFIRMATION,Confirmation
"A lot of s _ _ _ e for nothing, she thought, then moved to the wall of windows. [5 Letters S _ _ _ _ _ E]",space,SPACE,Space
"It was a place to sit and think, searching for a grim justice in the very recollection of what they'd done to him-a place to refine and purify, to hone his sense of the past. The f _ _ _ _ _ _ _ _ _ t light buzzed and flickered. [11 Letters F _ _ _ _ _ T]",fluorescent,FLUORESCENT,Fluorescent
"I do not believe they were gods, and many of them had inflated opinions of their own majesty, but I had a n _ _ _ _ r of friends in their ranks. The Shaod took men both good and bad, selfish and selfless. [6 Letters N _ _ _ _ _ R]",number,NUMBER,Number
"""No doubt a wise d _ _ _ _ _ _ n,"" Moiraine said. ""Now we must be off."" [8 Letters D _ _ _ _ _ N]",decision,DECISION,Decision
"Max, Max, Max, said the Voice in that irritating way it had. The world isn't saved yet, is it? You've got w _ _ _  to do. Now, get out of there, and I'll give you the coordinates of where you need to go. [4 Letters W _ _ _ ]",work,WORK,Work
"""diving o _ _ _ _ _ r, make your depth 247 feet,"" Mack ordered. Cheyenne had met up with the Chinese merchant convoy and had maneuvered into position. ""Fire control, have you got a firing solution on the lead escort?"" [7 Letters O _ _ _ _ _ R]",officer,OFFICER,Officer
